,CommentCount,DownVotes,Reputation,Score,UpVotes,ViewCount,Views,outliers,postId,userId
8184,1,82,44152,0,2156,,7357,Reputation,99994,686
8185,2,82,44152,1,2156,,7357,Reputation,100095,686
8186,9,82,44152,42,2156,,7357,Reputation,100152,686
8187,3,82,44152,2,2156,,7357,Reputation,100233,686
8188,1,82,44152,1,2156,,7357,Reputation,100247,686
8189,0,82,44152,3,2156,,7357,Reputation,100266,686
8190,2,82,44152,1,2156,,7357,Reputation,100347,686
8191,0,82,44152,1,2156,,7357,Reputation,100351,686
8192,0,82,44152,1,2156,,7357,Reputation,100486,686
8193,2,82,44152,2,2156,,7357,Reputation,100515,686
8194,1,82,44152,1,2156,,7357,Reputation,100541,686
8195,2,82,44152,1,2156,,7357,Reputation,100555,686
8196,3,82,44152,3,2156,,7357,Reputation,100595,686
8197,4,82,44152,5,2156,,7357,Reputation,100696,686
8198,2,82,44152,0,2156,,7357,Reputation,100802,686
8199,2,82,44152,2,2156,,7357,Reputation,100986,686
8200,2,82,44152,3,2156,,7357,Reputation,101419,686
8201,3,82,44152,2,2156,,7357,Reputation,101513,686
8202,0,82,44152,2,2156,,7357,Reputation,101524,686
8203,2,82,44152,0,2156,,7357,Reputation,101573,686
8204,1,82,44152,1,2156,,7357,Reputation,102602,686
8205,0,82,44152,1,2156,,7357,Reputation,102656,686
8206,2,82,44152,1,2156,,7357,Reputation,102740,686
8207,0,82,44152,1,2156,,7357,Reputation,102745,686
8208,0,82,44152,1,2156,,7357,Reputation,103099,686
8209,0,82,44152,0,2156,,7357,Reputation,103131,686
8210,0,82,44152,3,2156,,7357,Reputation,103250,686
8211,0,82,44152,1,2156,,7357,Reputation,103372,686
8212,1,82,44152,2,2156,,7357,Reputation,103615,686
8213,6,82,44152,0,2156,,7357,Reputation,103827,686
8214,1,82,44152,0,2156,,7357,Reputation,104111,686
8215,3,82,44152,5,2156,,7357,Reputation,104198,686
8216,0,82,44152,1,2156,,7357,Reputation,104223,686
8217,1,82,44152,1,2156,,7357,Reputation,104384,686
8218,2,82,44152,4,2156,,7357,Reputation,104386,686
8219,3,82,44152,1,2156,,7357,Reputation,104398,686
8220,2,82,44152,1,2156,,7357,Reputation,104592,686
8221,1,82,44152,1,2156,,7357,Reputation,104685,686
8222,1,82,44152,0,2156,,7357,Reputation,104687,686
8223,1,82,44152,4,2156,,7357,Reputation,104757,686
8224,1,82,44152,7,2156,,7357,Reputation,104770,686
8225,1,82,44152,7,2156,,7357,Reputation,104893,686
8226,0,82,44152,2,2156,,7357,Reputation,104895,686
8227,6,82,44152,3,2156,,7357,Reputation,105020,686
8228,1,82,44152,4,2156,,7357,Reputation,105120,686
8229,2,82,44152,0,2156,,7357,Reputation,105123,686
8230,5,82,44152,0,2156,,7357,Reputation,105274,686
8231,0,82,44152,4,2156,,7357,Reputation,105324,686
8232,0,82,44152,0,2156,,7357,Reputation,105443,686
8233,4,82,44152,2,2156,,7357,Reputation,105666,686
8234,1,82,44152,0,2156,,7357,Reputation,105887,686
8235,1,82,44152,3,2156,,7357,Reputation,106407,686
8236,0,82,44152,4,2156,,7357,Reputation,106408,686
8237,1,82,44152,1,2156,,7357,Reputation,107447,686
8238,0,82,44152,1,2156,,7357,Reputation,107777,686
8239,0,82,44152,2,2156,,7357,Reputation,107849,686
8240,1,82,44152,0,2156,,7357,Reputation,107992,686
8241,14,82,44152,1,2156,,7357,Reputation,108277,686
8242,0,82,44152,3,2156,,7357,Reputation,108412,686
8243,0,82,44152,1,2156,,7357,Reputation,108703,686
8244,0,82,44152,0,2156,,7357,Reputation,108846,686
8245,2,82,44152,2,2156,,7357,Reputation,109056,686
8246,4,82,44152,2,2156,,7357,Reputation,109200,686
8247,0,82,44152,0,2156,,7357,Reputation,109439,686
8248,1,82,44152,2,2156,,7357,Reputation,109444,686
8249,4,82,44152,0,2156,,7357,Reputation,109581,686
8250,0,82,44152,1,2156,,7357,Reputation,109613,686
8251,0,82,44152,1,2156,,7357,Reputation,109904,686
8252,0,82,44152,5,2156,,7357,Reputation,109905,686
8253,0,82,44152,0,2156,,7357,Reputation,109974,686
8254,1,82,44152,1,2156,,7357,Reputation,110372,686
8255,0,82,44152,1,2156,,7357,Reputation,110498,686
8256,2,82,44152,0,2156,,7357,Reputation,110913,686
8257,1,82,44152,3,2156,,7357,Reputation,111348,686
8258,9,82,44152,2,2156,50.0,7357,Reputation,111518,686
8259,2,82,44152,0,2156,,7357,Reputation,111848,686
8260,0,82,44152,0,2156,,7357,Reputation,112298,686
8261,0,82,44152,0,2156,,7357,Reputation,112326,686
8262,7,82,44152,3,2156,,7357,Reputation,112580,686
8263,2,82,44152,0,2156,,7357,Reputation,112599,686
8264,0,82,44152,0,2156,,7357,Reputation,112758,686
8265,2,82,44152,0,2156,,7357,Reputation,112902,686
8266,4,82,44152,1,2156,,7357,Reputation,112981,686
8267,0,82,44152,0,2156,,7357,Reputation,113100,686
8268,0,82,44152,2,2156,,7357,Reputation,113210,686
8269,5,82,44152,0,2156,,7357,Reputation,113553,686
8270,1,82,44152,3,2156,,7357,Reputation,114431,686
8271,1,82,44152,2,2156,,7357,Reputation,114531,686
8272,1,82,44152,1,2156,,7357,Reputation,114681,686
8273,1,82,44152,30,2156,,7357,Reputation,114770,686
8274,0,82,44152,0,2156,,7357,Reputation,115250,686
8724,3,143,65272,11,7035,,5680,Reputation,1425,805
8725,4,143,65272,8,7035,,5680,Reputation,1723,805
8726,0,143,65272,5,7035,,5680,Reputation,1724,805
8727,4,143,65272,2,7035,,5680,Reputation,2434,805
8728,0,143,65272,2,7035,,5680,Reputation,2589,805
8729,5,143,65272,8,7035,,5680,Reputation,2604,805
8730,0,143,65272,5,7035,,5680,Reputation,3154,805
8731,0,143,65272,2,7035,,5680,Reputation,3579,805
8732,0,143,65272,3,7035,,5680,Reputation,3625,805
8733,0,143,65272,6,7035,,5680,Reputation,3735,805
8734,2,143,65272,0,7035,,5680,Reputation,9603,805
8735,0,143,65272,0,7035,,5680,Reputation,9855,805
8736,1,143,65272,2,7035,,5680,Reputation,14900,805
8737,0,143,65272,2,7035,,5680,Reputation,15825,805
8738,4,143,65272,1,7035,,5680,Reputation,25002,805
8739,0,143,65272,1,7035,,5680,Reputation,25412,805
8740,3,143,65272,2,7035,,5680,Reputation,27881,805
8741,2,143,65272,4,7035,,5680,Reputation,29076,805
8742,5,143,65272,5,7035,230.0,5680,Reputation,29954,805
8743,0,143,65272,1,7035,,5680,Reputation,30427,805
8744,7,143,65272,11,7035,,5680,Reputation,30492,805
8745,3,143,65272,3,7035,,5680,Reputation,30619,805
8746,0,143,65272,1,7035,,5680,Reputation,31568,805
8747,0,143,65272,0,7035,,5680,Reputation,32759,805
8748,3,143,65272,3,7035,,5680,Reputation,33237,805
8749,5,143,65272,20,7035,,5680,Reputation,36220,805
8750,1,143,65272,2,7035,,5680,Reputation,37718,805
8751,1,143,65272,3,7035,,5680,Reputation,37789,805
8752,3,143,65272,4,7035,,5680,Reputation,37831,805
8753,0,143,65272,1,7035,,5680,Reputation,38298,805
8754,2,143,65272,6,7035,,5680,Reputation,38974,805
8755,1,143,65272,3,7035,,5680,Reputation,40355,805
8756,0,143,65272,1,7035,,5680,Reputation,40412,805
8757,0,143,65272,1,7035,,5680,Reputation,40626,805
8758,0,143,65272,1,7035,,5680,Reputation,40908,805
8759,0,143,65272,1,7035,,5680,Reputation,40913,805
8760,0,143,65272,3,7035,,5680,Reputation,40919,805
8761,4,143,65272,1,7035,,5680,Reputation,41144,805
8762,0,143,65272,9,7035,,5680,Reputation,41233,805
8763,0,143,65272,2,7035,,5680,Reputation,41340,805
8764,2,143,65272,2,7035,,5680,Reputation,41475,805
8765,0,143,65272,4,7035,,5680,Reputation,41554,805
8766,2,143,65272,3,7035,,5680,Reputation,41623,805
8767,0,143,65272,2,7035,,5680,Reputation,41653,805
8768,0,143,65272,7,7035,,5680,Reputation,41659,805
8769,0,143,65272,2,7035,,5680,Reputation,41705,805
8770,6,143,65272,1,7035,,5680,Reputation,41747,805
8771,2,143,65272,12,7035,,5680,Reputation,41905,805
8772,0,143,65272,1,7035,,5680,Reputation,42958,805
8773,5,143,65272,1,7035,,5680,Reputation,42968,805
8774,8,143,65272,1,7035,,5680,Reputation,43281,805
8775,1,143,65272,2,7035,,5680,Reputation,43325,805
8776,3,143,65272,2,7035,,5680,Reputation,43371,805
8777,0,143,65272,5,7035,,5680,Reputation,43526,805
8778,0,143,65272,3,7035,,5680,Reputation,43907,805
8779,0,143,65272,1,7035,,5680,Reputation,43921,805
8780,1,143,65272,1,7035,,5680,Reputation,44152,805
8781,0,143,65272,3,7035,,5680,Reputation,44217,805
8782,1,143,65272,1,7035,,5680,Reputation,44237,805
8783,5,143,65272,0,7035,,5680,Reputation,44249,805
8784,3,143,65272,7,7035,,5680,Reputation,44251,805
8785,0,143,65272,1,7035,,5680,Reputation,44361,805
8786,1,143,65272,1,7035,,5680,Reputation,44367,805
8787,9,143,65272,15,7035,,5680,Reputation,44476,805
8788,4,143,65272,2,7035,,5680,Reputation,44556,805
8789,0,143,65272,1,7035,,5680,Reputation,44654,805
8790,0,143,65272,5,7035,,5680,Reputation,44660,805
8791,1,143,65272,2,7035,,5680,Reputation,44812,805
8792,2,143,65272,6,7035,,5680,Reputation,44818,805
8793,4,143,65272,2,7035,,5680,Reputation,44827,805
8794,0,143,65272,1,7035,,5680,Reputation,44882,805
8795,2,143,65272,5,7035,,5680,Reputation,44923,805
8796,0,143,65272,0,7035,,5680,Reputation,45047,805
8797,5,143,65272,4,7035,,5680,Reputation,45049,805
8798,3,143,65272,1,7035,,5680,Reputation,45138,805
8799,3,143,65272,11,7035,,5680,Reputation,45143,805
8800,3,143,65272,5,7035,,5680,Reputation,45154,805
8801,2,143,65272,3,7035,,5680,Reputation,45227,805
8802,0,143,65272,0,7035,,5680,Reputation,45324,805
8803,0,143,65272,0,7035,,5680,Reputation,45325,805
8804,0,143,65272,1,7035,,5680,Reputation,45461,805
8805,0,143,65272,1,7035,,5680,Reputation,45462,805
8806,1,143,65272,1,7035,,5680,Reputation,45467,805
8807,0,143,65272,2,7035,,5680,Reputation,45690,805
8808,8,143,65272,2,7035,,5680,Reputation,45692,805
8809,0,143,65272,3,7035,,5680,Reputation,45891,805
8810,1,143,65272,4,7035,,5680,Reputation,46017,805
8811,1,143,65272,12,7035,,5680,Reputation,46047,805
8812,4,143,65272,7,7035,,5680,Reputation,46267,805
8813,4,143,65272,1,7035,,5680,Reputation,46353,805
8814,11,143,65272,18,7035,,5680,Reputation,46419,805
8815,0,143,65272,10,7035,,5680,Reputation,46539,805
8816,0,143,65272,1,7035,,5680,Reputation,46541,805
8817,3,143,65272,3,7035,,5680,Reputation,46542,805
8818,0,143,65272,1,7035,,5680,Reputation,46790,805
8819,6,143,65272,8,7035,,5680,Reputation,46930,805
8820,5,143,65272,3,7035,,5680,Reputation,47047,805
8821,4,143,65272,1,7035,,5680,Reputation,47052,805
8822,0,143,65272,7,7035,,5680,Reputation,47289,805
8823,1,143,65272,1,7035,,5680,Reputation,47375,805
8824,0,143,65272,1,7035,,5680,Reputation,47386,805
8825,0,143,65272,4,7035,,5680,Reputation,47735,805
8826,5,143,65272,15,7035,,5680,Reputation,47998,805
8827,1,143,65272,4,7035,,5680,Reputation,48004,805
8828,0,143,65272,0,7035,,5680,Reputation,48020,805
8829,2,143,65272,2,7035,,5680,Reputation,48108,805
8830,0,143,65272,3,7035,,5680,Reputation,48164,805
8831,1,143,65272,3,7035,,5680,Reputation,48336,805
8832,0,143,65272,1,7035,,5680,Reputation,48339,805
8833,1,143,65272,2,7035,,5680,Reputation,48393,805
8834,1,143,65272,1,7035,,5680,Reputation,48569,805
8835,4,143,65272,5,7035,,5680,Reputation,48762,805
8836,1,143,65272,1,7035,,5680,Reputation,48831,805
8837,0,143,65272,4,7035,,5680,Reputation,48876,805
8838,0,143,65272,1,7035,,5680,Reputation,48947,805
8839,0,143,65272,4,7035,,5680,Reputation,49025,805
8840,0,143,65272,1,7035,,5680,Reputation,49264,805
8841,2,143,65272,0,7035,,5680,Reputation,49353,805
8842,2,143,65272,1,7035,,5680,Reputation,49364,805
8843,4,143,65272,3,7035,,5680,Reputation,49410,805
8844,0,143,65272,2,7035,,5680,Reputation,49468,805
8845,1,143,65272,16,7035,,5680,Reputation,49551,805
8846,4,143,65272,3,7035,,5680,Reputation,49575,805
8847,13,143,65272,1,7035,,5680,Reputation,49620,805
8848,2,143,65272,2,7035,,5680,Reputation,49712,805
8849,6,143,65272,1,7035,,5680,Reputation,49715,805
8850,4,143,65272,1,7035,,5680,Reputation,49716,805
8851,0,143,65272,1,7035,,5680,Reputation,49798,805
8852,0,143,65272,4,7035,,5680,Reputation,49875,805
8853,0,143,65272,1,7035,,5680,Reputation,49948,805
8854,0,143,65272,4,7035,,5680,Reputation,49950,805
8855,0,143,65272,2,7035,,5680,Reputation,50103,805
8856,3,143,65272,1,7035,,5680,Reputation,50115,805
8857,6,143,65272,2,7035,,5680,Reputation,50117,805
8858,8,143,65272,5,7035,,5680,Reputation,50152,805
8859,1,143,65272,6,7035,,5680,Reputation,50157,805
8860,3,143,65272,4,7035,,5680,Reputation,50166,805
8861,4,143,65272,3,7035,,5680,Reputation,50208,805
8862,0,143,65272,2,7035,,5680,Reputation,50278,805
8863,6,143,65272,3,7035,,5680,Reputation,50280,805
8864,0,143,65272,2,7035,,5680,Reputation,50319,805
8865,2,143,65272,2,7035,,5680,Reputation,50353,805
8866,0,143,65272,1,7035,,5680,Reputation,50364,805
8867,0,143,65272,4,7035,,5680,Reputation,50368,805
8868,0,143,65272,2,7035,,5680,Reputation,50378,805
8869,0,143,65272,1,7035,,5680,Reputation,50455,805
8870,6,143,65272,4,7035,,5680,Reputation,50458,805
8871,0,143,65272,1,7035,,5680,Reputation,50461,805
8872,2,143,65272,2,7035,,5680,Reputation,50462,805
8873,5,143,65272,5,7035,,5680,Reputation,50468,805
8874,1,143,65272,2,7035,,5680,Reputation,50472,805
8875,1,143,65272,1,7035,,5680,Reputation,50473,805
8876,8,143,65272,2,7035,,5680,Reputation,50484,805
8877,2,143,65272,1,7035,,5680,Reputation,50500,805
8878,2,143,65272,3,7035,,5680,Reputation,50502,805
8879,5,143,65272,7,7035,,5680,Reputation,50589,805
8880,0,143,65272,1,7035,,5680,Reputation,50608,805
8881,6,143,65272,0,7035,,5680,Reputation,50718,805
8882,0,143,65272,1,7035,,5680,Reputation,50720,805
8883,0,143,65272,1,7035,,5680,Reputation,50724,805
8884,0,143,65272,1,7035,,5680,Reputation,50733,805
8885,2,143,65272,5,7035,,5680,Reputation,50767,805
8886,2,143,65272,2,7035,,5680,Reputation,50776,805
8887,2,143,65272,1,7035,,5680,Reputation,50923,805
8888,2,143,65272,6,7035,,5680,Reputation,50989,805
8889,0,143,65272,1,7035,,5680,Reputation,50991,805
8890,0,143,65272,1,7035,,5680,Reputation,51001,805
8891,10,143,65272,5,7035,,5680,Reputation,51035,805
8892,1,143,65272,6,7035,,5680,Reputation,51085,805
8893,0,143,65272,6,7035,,5680,Reputation,51092,805
8894,3,143,65272,1,7035,,5680,Reputation,51094,805
8895,2,143,65272,2,7035,,5680,Reputation,51104,805
8896,3,143,65272,1,7035,,5680,Reputation,51106,805
8897,2,143,65272,1,7035,,5680,Reputation,51136,805
8898,0,143,65272,1,7035,,5680,Reputation,51182,805
8899,1,143,65272,2,7035,,5680,Reputation,51210,805
8900,0,143,65272,1,7035,,5680,Reputation,51212,805
8901,2,143,65272,1,7035,,5680,Reputation,51339,805
8902,3,143,65272,1,7035,,5680,Reputation,51365,805
8903,2,143,65272,2,7035,,5680,Reputation,51567,805
8904,5,143,65272,1,7035,,5680,Reputation,51648,805
8905,6,143,65272,5,7035,,5680,Reputation,51649,805
8906,2,143,65272,2,7035,,5680,Reputation,51653,805
8907,5,143,65272,2,7035,,5680,Reputation,51672,805
8908,3,143,65272,1,7035,,5680,Reputation,51675,805
8909,5,143,65272,3,7035,,5680,Reputation,51752,805
8910,2,143,65272,83,7035,,5680,Reputation,51753,805
8911,0,143,65272,1,7035,,5680,Reputation,51757,805
8912,7,143,65272,8,7035,,5680,Reputation,51807,805
8913,0,143,65272,1,7035,,5680,Reputation,51809,805
8914,0,143,65272,4,7035,,5680,Reputation,51811,805
8915,0,143,65272,0,7035,,5680,Reputation,51815,805
8916,5,143,65272,7,7035,,5680,Reputation,51822,805
8917,0,143,65272,2,7035,,5680,Reputation,51824,805
8918,5,143,65272,1,7035,,5680,Reputation,51830,805
8919,6,143,65272,2,7035,,5680,Reputation,51831,805
8920,7,143,65272,10,7035,,5680,Reputation,51843,805
8921,4,143,65272,3,7035,,5680,Reputation,51877,805
8922,2,143,65272,1,7035,,5680,Reputation,51884,805
8923,8,143,65272,0,7035,,5680,Reputation,51885,805
8924,0,143,65272,0,7035,,5680,Reputation,51951,805
8925,0,143,65272,0,7035,,5680,Reputation,51952,805
8926,5,143,65272,3,7035,,5680,Reputation,51955,805
8927,0,143,65272,1,7035,,5680,Reputation,51959,805
8928,0,143,65272,2,7035,,5680,Reputation,51962,805
8929,0,143,65272,1,7035,,5680,Reputation,51963,805
8930,0,143,65272,2,7035,,5680,Reputation,51965,805
8931,0,143,65272,1,7035,,5680,Reputation,51975,805
8932,4,143,65272,2,7035,,5680,Reputation,51978,805
8933,1,143,65272,0,7035,,5680,Reputation,51980,805
8934,0,143,65272,3,7035,,5680,Reputation,51995,805
8935,12,143,65272,3,7035,,5680,Reputation,52031,805
8936,1,143,65272,2,7035,,5680,Reputation,52048,805
8937,0,143,65272,0,7035,,5680,Reputation,52075,805
8938,2,143,65272,5,7035,,5680,Reputation,52076,805
8939,0,143,65272,1,7035,,5680,Reputation,52090,805
8940,6,143,65272,3,7035,,5680,Reputation,52099,805
8941,0,143,65272,1,7035,,5680,Reputation,52157,805
8942,0,143,65272,1,7035,,5680,Reputation,52158,805
8943,2,143,65272,8,7035,,5680,Reputation,52181,805
8944,15,143,65272,1,7035,,5680,Reputation,52250,805
8945,2,143,65272,1,7035,,5680,Reputation,52251,805
8946,0,143,65272,1,7035,,5680,Reputation,52253,805
8947,3,143,65272,2,7035,,5680,Reputation,52254,805
8948,3,143,65272,4,7035,,5680,Reputation,52258,805
8949,2,143,65272,7,7035,,5680,Reputation,52271,805
8950,0,143,65272,1,7035,,5680,Reputation,52278,805
8951,0,143,65272,2,7035,,5680,Reputation,52281,805
8952,3,143,65272,1,7035,,5680,Reputation,52283,805
8953,0,143,65272,2,7035,,5680,Reputation,52284,805
8954,0,143,65272,2,7035,,5680,Reputation,52286,805
8955,3,143,65272,6,7035,,5680,Reputation,52298,805
8956,8,143,65272,1,7035,,5680,Reputation,52315,805
8957,12,143,65272,2,7035,,5680,Reputation,52381,805
8958,1,143,65272,1,7035,,5680,Reputation,52388,805
8959,0,143,65272,1,7035,,5680,Reputation,52393,805
8960,3,143,65272,1,7035,,5680,Reputation,52394,805
8961,0,143,65272,2,7035,,5680,Reputation,52398,805
8962,7,143,65272,3,7035,,5680,Reputation,52402,805
8963,4,143,65272,2,7035,,5680,Reputation,52425,805
8964,2,143,65272,1,7035,,5680,Reputation,52445,805
8965,5,143,65272,0,7035,,5680,Reputation,52450,805
8966,5,143,65272,3,7035,,5680,Reputation,52535,805
8967,2,143,65272,3,7035,,5680,Reputation,52539,805
8968,2,143,65272,3,7035,,5680,Reputation,52545,805
8969,0,143,65272,0,7035,,5680,Reputation,52551,805
8970,2,143,65272,1,7035,,5680,Reputation,52553,805
8971,5,143,65272,2,7035,,5680,Reputation,52556,805
8972,2,143,65272,1,7035,,5680,Reputation,52574,805
8973,2,143,65272,4,7035,,5680,Reputation,52638,805
8974,7,143,65272,2,7035,,5680,Reputation,52649,805
8975,2,143,65272,3,7035,,5680,Reputation,52661,805
8976,7,143,65272,3,7035,,5680,Reputation,52667,805
8977,4,143,65272,1,7035,,5680,Reputation,52674,805
8978,6,143,65272,2,7035,,5680,Reputation,52678,805
8979,0,143,65272,2,7035,,5680,Reputation,52689,805
8980,10,143,65272,2,7035,,5680,Reputation,52712,805
8981,7,143,65272,3,7035,,5680,Reputation,52714,805
8982,5,143,65272,29,7035,,5680,Reputation,52758,805
8983,0,143,65272,1,7035,,5680,Reputation,52762,805
8984,0,143,65272,1,7035,,5680,Reputation,52784,805
8985,6,143,65272,0,7035,,5680,Reputation,52878,805
8986,3,143,65272,1,7035,,5680,Reputation,52885,805
8987,4,143,65272,1,7035,,5680,Reputation,52893,805
8988,6,143,65272,3,7035,,5680,Reputation,52894,805
8989,2,143,65272,10,7035,,5680,Reputation,52899,805
8990,5,143,65272,1,7035,,5680,Reputation,52901,805
8991,1,143,65272,10,7035,,5680,Reputation,52903,805
8992,0,143,65272,3,7035,,5680,Reputation,52957,805
8993,0,143,65272,1,7035,,5680,Reputation,52967,805
8994,12,143,65272,0,7035,,5680,Reputation,52972,805
8995,0,143,65272,1,7035,,5680,Reputation,53039,805
8996,0,143,65272,1,7035,,5680,Reputation,53043,805
8997,11,143,65272,10,7035,,5680,Reputation,53054,805
8998,0,143,65272,2,7035,,5680,Reputation,53063,805
8999,4,143,65272,1,7035,,5680,Reputation,53110,805
9000,8,143,65272,4,7035,,5680,Reputation,53116,805
9001,7,143,65272,1,7035,,5680,Reputation,53123,805
9002,0,143,65272,6,7035,,5680,Reputation,53136,805
9003,2,143,65272,2,7035,,5680,Reputation,53169,805
9004,1,143,65272,1,7035,,5680,Reputation,53172,805
9005,0,143,65272,2,7035,,5680,Reputation,53176,805
9006,4,143,65272,3,7035,,5680,Reputation,53179,805
9007,2,143,65272,1,7035,,5680,Reputation,53192,805
9008,3,143,65272,1,7035,,5680,Reputation,53201,805
9009,0,143,65272,1,7035,,5680,Reputation,53282,805
9010,8,143,65272,1,7035,,5680,Reputation,53287,805
9011,6,143,65272,0,7035,,5680,Reputation,53292,805
9012,24,143,65272,6,7035,,5680,Reputation,53309,805
9013,1,143,65272,1,7035,,5680,Reputation,53404,805
9014,0,143,65272,1,7035,,5680,Reputation,54499,805
9015,1,143,65272,1,7035,,5680,Reputation,54520,805
9016,6,143,65272,4,7035,,5680,Reputation,54595,805
9017,16,143,65272,11,7035,,5680,Reputation,54612,805
9018,7,143,65272,1,7035,,5680,Reputation,54710,805
9019,3,143,65272,4,7035,,5680,Reputation,54725,805
9020,1,143,65272,1,7035,,5680,Reputation,54780,805
9021,1,143,65272,11,7035,,5680,Reputation,54811,805
9022,3,143,65272,4,7035,,5680,Reputation,54815,805
9023,1,143,65272,2,7035,,5680,Reputation,54819,805
9024,0,143,65272,2,7035,,5680,Reputation,54822,805
9025,3,143,65272,1,7035,,5680,Reputation,54839,805
9026,0,143,65272,2,7035,,5680,Reputation,54860,805
9027,0,143,65272,4,7035,,5680,Reputation,54863,805
9028,5,143,65272,1,7035,,5680,Reputation,54878,805
9029,0,143,65272,3,7035,,5680,Reputation,54916,805
9030,0,143,65272,4,7035,,5680,Reputation,54926,805
9031,5,143,65272,1,7035,,5680,Reputation,54964,805
9032,0,143,65272,2,7035,,5680,Reputation,54965,805
9033,0,143,65272,4,7035,,5680,Reputation,54967,805
9034,0,143,65272,1,7035,,5680,Reputation,55007,805
9035,0,143,65272,1,7035,,5680,Reputation,55009,805
9036,3,143,65272,0,7035,,5680,Reputation,55010,805
9037,2,143,65272,5,7035,,5680,Reputation,55016,805
9038,0,143,65272,1,7035,,5680,Reputation,55094,805
9039,4,143,65272,16,7035,,5680,Reputation,55114,805
9040,10,143,65272,0,7035,,5680,Reputation,55115,805
9041,4,143,65272,1,7035,,5680,Reputation,55129,805
9042,0,143,65272,2,7035,,5680,Reputation,55130,805
9043,0,143,65272,2,7035,,5680,Reputation,55196,805
9044,2,143,65272,10,7035,,5680,Reputation,55205,805
9045,5,143,65272,3,7035,,5680,Reputation,55286,805
9046,0,143,65272,2,7035,,5680,Reputation,55287,805
9047,0,143,65272,1,7035,,5680,Reputation,55307,805
9048,1,143,65272,5,7035,,5680,Reputation,55312,805
9049,0,143,65272,3,7035,,5680,Reputation,55313,805
9050,1,143,65272,3,7035,,5680,Reputation,55348,805
9051,2,143,65272,1,7035,,5680,Reputation,55359,805
9052,2,143,65272,3,7035,,5680,Reputation,55432,805
9053,2,143,65272,1,7035,,5680,Reputation,55453,805
9054,3,143,65272,3,7035,,5680,Reputation,55461,805
9055,0,143,65272,1,7035,,5680,Reputation,55464,805
9056,5,143,65272,6,7035,,5680,Reputation,55534,805
9057,13,143,65272,2,7035,,5680,Reputation,55553,805
9058,0,143,65272,7,7035,,5680,Reputation,55554,805
9059,4,143,65272,4,7035,,5680,Reputation,55634,805
9060,0,143,65272,4,7035,,5680,Reputation,55636,805
9061,5,143,65272,1,7035,,5680,Reputation,55649,805
9062,0,143,65272,1,7035,,5680,Reputation,55665,805
9063,0,143,65272,1,7035,,5680,Reputation,55683,805
9064,2,143,65272,45,7035,,5680,Reputation,55693,805
9065,1,143,65272,2,7035,,5680,Reputation,55705,805
9066,10,143,65272,0,7035,,5680,Reputation,55706,805
9067,6,143,65272,2,7035,,5680,Reputation,55779,805
9068,0,143,65272,5,7035,,5680,Reputation,55794,805
9069,2,143,65272,2,7035,,5680,Reputation,55890,805
9070,0,143,65272,1,7035,,5680,Reputation,55891,805
9071,0,143,65272,1,7035,,5680,Reputation,55893,805
9072,0,143,65272,1,7035,,5680,Reputation,55895,805
9073,1,143,65272,1,7035,,5680,Reputation,55896,805
9074,1,143,65272,3,7035,,5680,Reputation,55918,805
9075,10,143,65272,3,7035,,5680,Reputation,55919,805
9076,2,143,65272,3,7035,,5680,Reputation,55986,805
9077,3,143,65272,4,7035,,5680,Reputation,56037,805
9078,0,143,65272,4,7035,,5680,Reputation,56041,805
9079,4,143,65272,3,7035,,5680,Reputation,56057,805
9080,7,143,65272,2,7035,,5680,Reputation,56110,805
9081,0,143,65272,1,7035,,5680,Reputation,56111,805
9082,1,143,65272,5,7035,,5680,Reputation,56112,805
9083,0,143,65272,1,7035,,5680,Reputation,56114,805
9084,11,143,65272,2,7035,,5680,Reputation,56115,805
9085,6,143,65272,2,7035,,5680,Reputation,56127,805
9086,28,143,65272,7,7035,,5680,Reputation,56200,805
9087,0,143,65272,1,7035,,5680,Reputation,56216,805
9088,9,143,65272,2,7035,,5680,Reputation,56242,805
9089,4,143,65272,1,7035,,5680,Reputation,56255,805
9090,5,143,65272,5,7035,,5680,Reputation,56287,805
9091,4,143,65272,2,7035,,5680,Reputation,56321,805
9092,6,143,65272,9,7035,,5680,Reputation,56326,805
9093,0,143,65272,3,7035,,5680,Reputation,56327,805
9094,2,143,65272,1,7035,,5680,Reputation,56346,805
9095,1,143,65272,2,7035,,5680,Reputation,56347,805
9096,0,143,65272,3,7035,,5680,Reputation,56434,805
9097,4,143,65272,0,7035,,5680,Reputation,56474,805
9098,0,143,65272,2,7035,,5680,Reputation,56553,805
9099,7,143,65272,2,7035,,5680,Reputation,56566,805
9100,0,143,65272,1,7035,,5680,Reputation,56570,805
9101,4,143,65272,4,7035,,5680,Reputation,56653,805
9102,0,143,65272,1,7035,,5680,Reputation,56655,805
9103,4,143,65272,2,7035,,5680,Reputation,56663,805
9104,2,143,65272,2,7035,,5680,Reputation,56666,805
9105,4,143,65272,2,7035,,5680,Reputation,56733,805
9106,0,143,65272,5,7035,,5680,Reputation,56748,805
9107,0,143,65272,2,7035,,5680,Reputation,56797,805
9108,2,143,65272,8,7035,,5680,Reputation,56798,805
9109,0,143,65272,2,7035,,5680,Reputation,56815,805
9110,0,143,65272,1,7035,,5680,Reputation,56819,805
9111,0,143,65272,5,7035,,5680,Reputation,56821,805
9112,0,143,65272,5,7035,,5680,Reputation,56822,805
